,name,trainer,course,start_date,score,trait,week
20807,Haroun Mccrohon,Lucy Foster,Data,2019-05-20,1.0,Imaginative,3
20808,Devan Claricoats,Lucy Foster,Data,2019-05-20,2.0,Imaginative,3
20809,Matthaeus Audas,Lucy Foster,Data,2019-05-20,5.0,Imaginative,3
20810,Halsey Broader,Lucy Foster,Data,2019-05-20,1.0,Imaginative,3
20811,Rina Soffe,Lucy Foster,Data,2019-05-20,2.0,Imaginative,3
20812,Marcy Treat,Gina Cartwright,Data,2019-07-22,6.0,Imaginative,3
20813,Heindrick Mckiddin,Gina Cartwright,Data,2019-07-22,5.0,Imaginative,3
20814,Danella Winkett,Gina Cartwright,Data,2019-07-22,1.0,Imaginative,3
20815,Darrin Perrelle,Gina Cartwright,Data,2019-07-22,2.0,Imaginative,3
20816,Janelle Forbear,Gina Cartwright,Data,2019-07-22,2.0,Imaginative,3
20817,Sorcha Argue,Gina Cartwright,Data,2019-07-22,2.0,Imaginative,3
20818,Toddie Rubanenko,Gina Cartwright,Data,2019-07-22,4.0,Imaginative,3
20819,Selby Floyd,Gina Cartwright,Data,2019-07-22,3.0,Imaginative,3
20820,Claudio Handrick,Gina Cartwright,Data,2019-07-22,1.0,Imaginative,3
20821,Kingston Comsty,Gina Cartwright,Data,2019-07-22,1.0,Imaginative,3
20822,Benedikt Cohani,Gina Cartwright,Data,2019-07-22,1.0,Imaginative,3
20823,Morgen Lilywhite,Gina Cartwright,Data,2019-07-22,4.0,Imaginative,3
20824,Job Restall,Gina Cartwright,Data,2019-07-22,6.0,Imaginative,3
20825,Wilhelm Jouanet,Gina Cartwright,Data,2019-07-22,6.0,Imaginative,3
20826,Malvina Whiteford,Lucy Foster,Data,2019-08-05,2.0,Imaginative,3
20827,Belle Catherall,Lucy Foster,Data,2019-08-05,4.0,Imaginative,3
20828,Ortensia Winscomb,Lucy Foster,Data,2019-08-05,4.0,Imaginative,3
20829,Staffard Load,Lucy Foster,Data,2019-08-05,5.0,Imaginative,3
20830,Bowie Endersby,Lucy Foster,Data,2019-08-05,1.0,Imaginative,3
20831,Tonye Ambrogio,Lucy Foster,Data,2019-08-05,2.0,Imaginative,3
20832,Celina Polley,Lucy Foster,Data,2019-08-05,2.0,Imaginative,3
20833,Muhammad Linn,Lucy Foster,Data,2019-08-05,1.0,Imaginative,3
20834,Farica Harding,Lucy Foster,Data,2019-08-05,4.0,Imaginative,3
20835,Marquita Forrington,Lucy Foster,Data,2019-08-05,5.0,Imaginative,3
20836,Muffin Jandel,Lucy Foster,Data,2019-08-05,3.0,Imaginative,3
20837,Nadya Pineaux,Lucy Foster,Data,2019-08-05,1.0,Imaginative,3
20838,Dewitt Milborn,Lucy Foster,Data,2019-08-05,,Imaginative,3
20839,Levy Standage,Lucy Foster,Data,2019-08-05,3.0,Imaginative,3
20840,Silvain Kuhwald,Lucy Foster,Data,2019-08-19,2.0,Imaginative,3
20841,Aguie Morrad,Lucy Foster,Data,2019-08-19,1.0,Imaginative,3
20842,Bertram Esgate,Lucy Foster,Data,2019-08-19,1.0,Imaginative,3
20843,Marlon Reside,Lucy Foster,Data,2019-08-19,4.0,Imaginative,3
20844,Micheal Di Matteo,Lucy Foster,Data,2019-08-19,3.0,Imaginative,3
20845,Regina Calver,Lucy Foster,Data,2019-08-19,7.0,Imaginative,3
20846,Jodie Kaygill,Lucy Foster,Data,2019-08-19,2.0,Imaginative,3
20847,Ingunna Adin,Lucy Foster,Data,2019-08-19,1.0,Imaginative,3
20848,Carlos Gerckens,Lucy Foster,Data,2019-08-19,1.0,Imaginative,3
20849,Sherline Cudihy,Lucy Foster,Data,2019-08-19,4.0,Imaginative,3
20850,Trudie Kiellor,Lucy Foster,Data,2019-08-19,3.0,Imaginative,3
20851,Edvard Northen,Lucy Foster,Data,2019-09-23,2.0,Imaginative,3
20852,Alwin Bullman,Lucy Foster,Data,2019-09-23,3.0,Imaginative,3
20853,Bob Rogerson,Lucy Foster,Data,2019-09-23,1.0,Imaginative,3
20854,Kerr Coucha,Lucy Foster,Data,2019-09-23,5.0,Imaginative,3
20855,Nancie Mehaffey,Lucy Foster,Data,2019-09-23,2.0,Imaginative,3
20856,Violet Luscombe,Lucy Foster,Data,2019-09-23,5.0,Imaginative,3
20857,Cora Klausewitz,Lucy Foster,Data,2019-09-23,3.0,Imaginative,3
20858,Scarface Gallihaulk,Lucy Foster,Data,2019-09-23,2.0,Imaginative,3
20859,Anna Lamperti,Lucy Foster,Data,2019-09-23,5.0,Imaginative,3
20860,Collin Commins,Lucy Foster,Data,2019-09-23,4.0,Imaginative,3
20861,Chrissy Bartholin,Lucy Foster,Data,2019-09-23,,Imaginative,3
20862,Baird Reynoollds,Lucy Foster,Data,2019-09-23,1.0,Imaginative,3
20863,Vasili Cartledge,Lucy Foster,Data,2019-09-23,2.0,Imaginative,3
20864,Otes Kemster,Gina Cartwright,Data,2019-10-28,1.0,Imaginative,3
20865,Kahaleel Tatem,Gina Cartwright,Data,2019-10-28,5.0,Imaginative,3
20866,Antonetta Rustedge,Gina Cartwright,Data,2019-10-28,4.0,Imaginative,3
20867,Anestassia Gadman,Gina Cartwright,Data,2019-10-28,7.0,Imaginative,3
20868,Babara Veazey,Gina Cartwright,Data,2019-10-28,3.0,Imaginative,3
20869,Candie Senner,Gina Cartwright,Data,2019-10-28,2.0,Imaginative,3
20870,Sydelle Russo,Gina Cartwright,Data,2019-10-28,2.0,Imaginative,3
20871,Warner Harse,Gina Cartwright,Data,2019-10-28,3.0,Imaginative,3
20872,Tabbatha Kullmann,Gina Cartwright,Data,2019-10-28,3.0,Imaginative,3
20873,Drucie Bianco,Gina Cartwright,Data,2019-10-28,2.0,Imaginative,3
20874,Malvin Penrith,Gina Cartwright,Data,2019-10-28,,Imaginative,3
20875,Clay Perillo,Gina Cartwright,Data,2019-10-28,5.0,Imaginative,3
20876,Sandy Droogan,Edward Reinhart,Data,2019-11-18,,Imaginative,3
20877,Othilia Hutton,Edward Reinhart,Data,2019-11-18,2.0,Imaginative,3
20878,Lindon Mee,Edward Reinhart,Data,2019-11-18,3.0,Imaginative,3
20879,Danella Leisk,Edward Reinhart,Data,2019-11-18,5.0,Imaginative,3
20880,Waylan Gors,Edward Reinhart,Data,2019-11-18,1.0,Imaginative,3
20881,Gisela Andrea,Edward Reinhart,Data,2019-11-18,2.0,Imaginative,3
20882,Augusta Gilfoy,Edward Reinhart,Data,2019-11-18,2.0,Imaginative,3
20883,Pier Spatig,Edward Reinhart,Data,2019-11-18,,Imaginative,3
20884,Brenna Mcgroarty,Edward Reinhart,Data,2019-11-18,4.0,Imaginative,3
20885,Susannah Bengough,John Sandbox,Data,2019-12-16,8.0,Imaginative,3
20886,Madison Getch,John Sandbox,Data,2019-12-16,4.0,Imaginative,3
20887,Leicester Banker,John Sandbox,Data,2019-12-16,3.0,Imaginative,3
20888,Murvyn Aers,John Sandbox,Data,2019-12-16,2.0,Imaginative,3
20889,Morley Battell,John Sandbox,Data,2019-12-16,1.0,Imaginative,3
20890,Juliane Jacobssen,John Sandbox,Data,2019-12-16,4.0,Imaginative,3
20891,Teirtza Docharty,John Sandbox,Data,2019-12-16,,Imaginative,3
20892,Arny Dobrowolny,John Sandbox,Data,2019-12-16,2.0,Imaginative,3
20893,Derby Mcglashan,John Sandbox,Data,2019-12-16,5.0,Imaginative,3
20894,Sharron Starling,John Sandbox,Data,2019-12-16,1.0,Imaginative,3
20895,Amalea Harrell,John Sandbox,Data,2019-12-16,,Imaginative,3
20896,Finn Maasze,John Sandbox,Data,2019-12-16,2.0,Imaginative,3
20897,Gianina Wandless,Trixie Orange,Data,2019-12-30,3.0,Imaginative,3
20898,Kaitlyn Chagg,Trixie Orange,Data,2019-12-30,2.0,Imaginative,3
20899,Scotti Bromfield,Trixie Orange,Data,2019-12-30,5.0,Imaginative,3
20900,Genovera Mattek,Trixie Orange,Data,2019-12-30,4.0,Imaginative,3
20901,Yorgos O'Rourke,Trixie Orange,Data,2019-12-30,1.0,Imaginative,3
20902,Sigrid Veitch,Eshal Brandt,Engineering,2019-02-18,1.0,Imaginative,3
20903,Rodrick Henworth,Eshal Brandt,Engineering,2019-02-18,3.0,Imaginative,3
20904,Reggie Lawlor,Eshal Brandt,Engineering,2019-02-18,5.0,Imaginative,3
20905,Thornton Thuillier,Eshal Brandt,Engineering,2019-02-18,2.0,Imaginative,3
20906,Thomasine Poundford,Eshal Brandt,Engineering,2019-02-18,1.0,Imaginative,3
20907,Wakefield Jeves,Eshal Brandt,Engineering,2019-02-18,4.0,Imaginative,3
20908,Ced Danielut,Eshal Brandt,Engineering,2019-02-18,6.0,Imaginative,3
20909,Austin Brister,Eshal Brandt,Engineering,2019-02-18,7.0,Imaginative,3
20910,Windham Biagi,Eshal Brandt,Engineering,2019-02-18,,Imaginative,3
20911,Wendy Ducastel,Eshal Brandt,Engineering,2019-02-18,7.0,Imaginative,3
20912,Daryle Janoch,Eshal Brandt,Engineering,2019-02-18,1.0,Imaginative,3
20913,Aluino Sainter,Eshal Brandt,Engineering,2019-02-18,3.0,Imaginative,3
20914,Magda Mckirton,Eshal Brandt,Engineering,2019-02-18,4.0,Imaginative,3
20915,Caryn Adriaan,Eshal Brandt,Engineering,2019-02-18,3.0,Imaginative,3
20916,Redd Jurges,Macey Broughton,Engineering,2019-04-01,3.0,Imaginative,3
20917,Fabian Exell,Macey Broughton,Engineering,2019-04-01,1.0,Imaginative,3
20918,Solly Kollas,Macey Broughton,Engineering,2019-04-01,5.0,Imaginative,3
20919,Barbabas Huygens,Macey Broughton,Engineering,2019-04-01,1.0,Imaginative,3
20920,Liuka Drissell,Macey Broughton,Engineering,2019-04-01,4.0,Imaginative,3
20921,Vikki Godsal,Macey Broughton,Engineering,2019-04-01,7.0,Imaginative,3
20922,Ealasaid Badcock,Macey Broughton,Engineering,2019-04-01,4.0,Imaginative,3
20923,Gal Wallwood,Macey Broughton,Engineering,2019-04-01,4.0,Imaginative,3
20924,Lotte Witherop,Macey Broughton,Engineering,2019-04-01,1.0,Imaginative,3
20925,Bella Tarbox,Macey Broughton,Engineering,2019-04-01,1.0,Imaginative,3
20926,Gabby Neilson,Macey Broughton,Engineering,2019-04-01,5.0,Imaginative,3
20927,Zitella Hembery,Macey Broughton,Engineering,2019-04-01,4.0,Imaginative,3
20928,Danielle Absolom,Igor Coates,Engineering,2019-04-29,3.0,Imaginative,3
20929,Hughie Yeliashev,Igor Coates,Engineering,2019-04-29,2.0,Imaginative,3
20930,Sher Biesinger,Igor Coates,Engineering,2019-04-29,1.0,Imaginative,3
20931,Pepe Bendig,Igor Coates,Engineering,2019-04-29,6.0,Imaginative,3
20932,Neal Ginglell,Igor Coates,Engineering,2019-04-29,3.0,Imaginative,3
20933,Rozamond Wilton,Igor Coates,Engineering,2019-04-29,3.0,Imaginative,3
20934,Glenn Coaker,Igor Coates,Engineering,2019-04-29,4.0,Imaginative,3
20935,Daisy Brims,Igor Coates,Engineering,2019-04-29,2.0,Imaginative,3
20936,Lalo Halton,Igor Coates,Engineering,2019-04-29,5.0,Imaginative,3
20937,Palm Jakovijevic,Igor Coates,Engineering,2019-04-29,4.0,Imaginative,3
20938,Yelena Kelleway,Igor Coates,Engineering,2019-04-29,2.0,Imaginative,3
20939,Lay Trosdall,Igor Coates,Engineering,2019-04-29,2.0,Imaginative,3
20940,Kayle Ferenc,Igor Coates,Engineering,2019-04-29,3.0,Imaginative,3
20941,Law Massen,Mohammad Velazquez,Engineering,2019-05-27,2.0,Imaginative,3
20942,Aldridge Du Fray,Mohammad Velazquez,Engineering,2019-05-27,3.0,Imaginative,3
20943,Horatio Christley,Mohammad Velazquez,Engineering,2019-05-27,1.0,Imaginative,3
20944,Mellicent Desaur,Mohammad Velazquez,Engineering,2019-05-27,2.0,Imaginative,3
20945,Ludovico Orridge,Mohammad Velazquez,Engineering,2019-05-27,1.0,Imaginative,3
20946,Chantal Mailes,Mohammad Velazquez,Engineering,2019-05-27,5.0,Imaginative,3
20947,Fax Schankelborg,Mohammad Velazquez,Engineering,2019-05-27,4.0,Imaginative,3
20948,Kellie Tanguy,Mohammad Velazquez,Engineering,2019-05-27,3.0,Imaginative,3
20949,Yalonda Beacom,Mohammad Velazquez,Engineering,2019-05-27,4.0,Imaginative,3
20950,Tab Shitliff,Mohammad Velazquez,Engineering,2019-05-27,2.0,Imaginative,3
20951,Tobie Culcheth,Mohammad Velazquez,Engineering,2019-05-27,2.0,Imaginative,3
20952,Gerianne Bagge,Macey Broughton,Engineering,2019-07-15,1.0,Imaginative,3
20953,William Tomlett,Macey Broughton,Engineering,2019-07-15,2.0,Imaginative,3
20954,Teddie Kemet,Macey Broughton,Engineering,2019-07-15,1.0,Imaginative,3
20955,Artur Domaschke,Macey Broughton,Engineering,2019-07-15,2.0,Imaginative,3
20956,Terrie Mackibbon,Macey Broughton,Engineering,2019-07-15,2.0,Imaginative,3
20957,Ignacius Pleasaunce,Macey Broughton,Engineering,2019-07-15,3.0,Imaginative,3
20958,Liane Lorente,Macey Broughton,Engineering,2019-07-15,1.0,Imaginative,3
20959,Sosanna Rawlings,Macey Broughton,Engineering,2019-07-15,4.0,Imaginative,3
20960,Allistir Langrick,Macey Broughton,Engineering,2019-07-15,4.0,Imaginative,3
20961,Honor Huntall,Macey Broughton,Engineering,2019-07-15,1.0,Imaginative,3
20962,Natassia Pawle,Macey Broughton,Engineering,2019-07-15,1.0,Imaginative,3
20963,Haywood Teager,Macey Broughton,Engineering,2019-07-15,3.0,Imaginative,3
20964,Marillin Rosendall,Macey Broughton,Engineering,2019-07-15,3.0,Imaginative,3
20965,Giustina Catford,Martina Meadows,Engineering,2019-07-22,2.0,Imaginative,3
20966,Kore Amburgy,Martina Meadows,Engineering,2019-07-22,4.0,Imaginative,3
20967,Constance Fellibrand,Martina Meadows,Engineering,2019-07-22,3.0,Imaginative,3
20968,Rickard Blakes,Martina Meadows,Engineering,2019-07-22,3.0,Imaginative,3
20969,Noe Fortnam,Martina Meadows,Engineering,2019-07-22,3.0,Imaginative,3
20970,Cherrita Mcgilleghole,Martina Meadows,Engineering,2019-07-22,5.0,Imaginative,3
20971,Charmain Diben,Martina Meadows,Engineering,2019-07-22,,Imaginative,3
20972,Bunny Barns,Martina Meadows,Engineering,2019-07-22,3.0,Imaginative,3
20973,Brewer Calderbank,Eshal Brandt,Engineering,2019-08-12,,Imaginative,3
20974,Fons Ghiotto,Eshal Brandt,Engineering,2019-08-12,4.0,Imaginative,3
20975,Evin De Roeck,Eshal Brandt,Engineering,2019-08-12,2.0,Imaginative,3
20976,Maxy Bensen,Eshal Brandt,Engineering,2019-08-12,4.0,Imaginative,3
20977,Calida Behr,Eshal Brandt,Engineering,2019-08-12,4.0,Imaginative,3
20978,Dannel Longmaid,Eshal Brandt,Engineering,2019-08-12,2.0,Imaginative,3
20979,Sarah Magor,Eshal Brandt,Engineering,2019-08-12,1.0,Imaginative,3
20980,Alistair Scanes,Eshal Brandt,Engineering,2019-08-12,3.0,Imaginative,3
20981,Homere Stentiford,Eshal Brandt,Engineering,2019-08-12,3.0,Imaginative,3
20982,Alvie Bleackly,Eshal Brandt,Engineering,2019-08-12,6.0,Imaginative,3
20983,Brnaby Bownes,Eshal Brandt,Engineering,2019-08-12,,Imaginative,3
20984,Blake Nunson,Eshal Brandt,Engineering,2019-09-16,2.0,Imaginative,3
20985,Deirdre Van Den Velde,Eshal Brandt,Engineering,2019-09-16,3.0,Imaginative,3
20986,Brose Menghi,Eshal Brandt,Engineering,2019-09-16,3.0,Imaginative,3
20987,Edithe Dimitrov,Eshal Brandt,Engineering,2019-09-16,4.0,Imaginative,3
20988,Demetrius Tunstall,Eshal Brandt,Engineering,2019-09-16,2.0,Imaginative,3
20989,Chucho Galfour,Eshal Brandt,Engineering,2019-09-16,3.0,Imaginative,3
20990,Mozelle Grinnov,Eshal Brandt,Engineering,2019-09-16,2.0,Imaginative,3
20991,Roze Yepiskopov,Eshal Brandt,Engineering,2019-09-16,3.0,Imaginative,3
20992,Denise Oppy,Eshal Brandt,Engineering,2019-09-16,3.0,Imaginative,3
20993,Rafi Downse,Eshal Brandt,Engineering,2019-09-16,1.0,Imaginative,3
20994,Camellia Bette,Eshal Brandt,Engineering,2019-09-16,1.0,Imaginative,3
20995,Care Ife,Eshal Brandt,Engineering,2019-09-16,2.0,Imaginative,3
20996,Vance Fey,Macey Broughton,Engineering,2019-09-23,,Imaginative,3
20997,Dulcine Duffil,Macey Broughton,Engineering,2019-09-23,7.0,Imaginative,3
20998,Nona Coghlan,Macey Broughton,Engineering,2019-09-23,1.0,Imaginative,3
20999,Dorette Landall,Macey Broughton,Engineering,2019-09-23,3.0,Imaginative,3
21000,Valdemar Smithen,Macey Broughton,Engineering,2019-09-23,4.0,Imaginative,3
21001,Norene Dericut,Macey Broughton,Engineering,2019-09-23,4.0,Imaginative,3
21002,Jillian Wenn,Macey Broughton,Engineering,2019-09-23,5.0,Imaginative,3
21003,Saraann Elcombe,Macey Broughton,Engineering,2019-09-23,,Imaginative,3
21004,Jenn Blitz,Mohammad Velazquez,Engineering,2019-10-28,1.0,Imaginative,3
21005,Chandra Best,Mohammad Velazquez,Engineering,2019-10-28,2.0,Imaginative,3
21006,Boniface Tansley,Mohammad Velazquez,Engineering,2019-10-28,1.0,Imaginative,3
21007,Cristal Jeans,Mohammad Velazquez,Engineering,2019-10-28,2.0,Imaginative,3
21008,Urson Sibthorp,Mohammad Velazquez,Engineering,2019-10-28,,Imaginative,3
21009,Vernon Bennough,Mohammad Velazquez,Engineering,2019-10-28,3.0,Imaginative,3
21010,Payton Turbard,Mohammad Velazquez,Engineering,2019-10-28,1.0,Imaginative,3
21011,Lilly Andreasen,Mohammad Velazquez,Engineering,2019-10-28,3.0,Imaginative,3
21012,Dixie O' Flaherty,Mohammad Velazquez,Engineering,2019-10-28,2.0,Imaginative,3
21013,Engelbert Palatino,Mohammad Velazquez,Engineering,2019-10-28,2.0,Imaginative,3
21014,Dudley Whiles,Mohammad Velazquez,Engineering,2019-10-28,3.0,Imaginative,3
21015,Tory Aireton,Macey Broughton,Engineering,2019-11-25,2.0,Imaginative,3
21016,Kelly Coneybeer,Macey Broughton,Engineering,2019-11-25,1.0,Imaginative,3
21017,Mic Wilshire,Macey Broughton,Engineering,2019-11-25,2.0,Imaginative,3
21018,Florella Boays,Macey Broughton,Engineering,2019-11-25,2.0,Imaginative,3
21019,Marshal Darycott,Macey Broughton,Engineering,2019-11-25,3.0,Imaginative,3
21020,Elva Boldero,Macey Broughton,Engineering,2019-11-25,5.0,Imaginative,3
21021,Archibold Spikeings,Macey Broughton,Engineering,2019-11-25,4.0,Imaginative,3
21022,Anatole Burston,Macey Broughton,Engineering,2019-11-25,1.0,Imaginative,3
21023,Gabbey Caesman,Macey Broughton,Engineering,2019-11-25,3.0,Imaginative,3
21024,Conny Samms,Mohammad Velazquez,Engineering,2019-12-16,1.0,Imaginative,3
21025,Karyn Huortic,Mohammad Velazquez,Engineering,2019-12-16,2.0,Imaginative,3
21026,Giacopo Kyndred,Mohammad Velazquez,Engineering,2019-12-16,,Imaginative,3
21027,Fin Lung,Mohammad Velazquez,Engineering,2019-12-16,,Imaginative,3
21028,Marja Morfield,Mohammad Velazquez,Engineering,2019-12-16,1.0,Imaginative,3
21029,Gussy Stoving,Mohammad Velazquez,Engineering,2019-12-16,1.0,Imaginative,3
21030,Leena Joselevitch,Mohammad Velazquez,Engineering,2019-12-16,1.0,Imaginative,3
21031,Lazare Nellies,Mohammad Velazquez,Engineering,2019-12-16,3.0,Imaginative,3
21032,Flore Masden,Mohammad Velazquez,Engineering,2019-12-30,2.0,Imaginative,3
21033,Benita Downgate,Mohammad Velazquez,Engineering,2019-12-30,,Imaginative,3
21034,Clark Kovacs,Mohammad Velazquez,Engineering,2019-12-30,4.0,Imaginative,3
21035,Horten Koomar,Mohammad Velazquez,Engineering,2019-12-30,5.0,Imaginative,3
21036,Moritz Mosedall,Mohammad Velazquez,Engineering,2019-12-30,1.0,Imaginative,3
21037,Chaim Inseal,Mohammad Velazquez,Engineering,2019-12-30,3.0,Imaginative,3
21038,Gertruda Syddie,Mohammad Velazquez,Engineering,2019-12-30,8.0,Imaginative,3
21039,Thom Derwin,Mohammad Velazquez,Engineering,2019-12-30,5.0,Imaginative,3
21040,Godfry Sephton,Mohammad Velazquez,Engineering,2019-12-30,3.0,Imaginative,3
21041,Quintus Penella,Gregor Gomez,Business,2019-02-11,,Imaginative,4
21042,Simon Murrey,Gregor Gomez,Business,2019-02-11,,Imaginative,4
21043,Gustaf Lude,Gregor Gomez,Business,2019-02-11,2.0,Imaginative,4
21044,Yolanda Fosse,Gregor Gomez,Business,2019-02-11,5.0,Imaginative,4
21045,Lynnett Swin,Gregor Gomez,Business,2019-02-11,8.0,Imaginative,4
21046,Bart Godilington,Gregor Gomez,Business,2019-02-11,5.0,Imaginative,4
21047,Deni Roust,Gregor Gomez,Business,2019-02-11,6.0,Imaginative,4
21048,Gerhard Mcgrath,Gregor Gomez,Business,2019-02-11,7.0,Imaginative,4
21049,Benedick Arnhold,Bruce Lugo,Business,2019-03-18,7.0,Imaginative,4
21050,Herminia Brettel,Bruce Lugo,Business,2019-03-18,8.0,Imaginative,4
21051,Nicolai Nussey,Bruce Lugo,Business,2019-03-18,5.0,Imaginative,4
21052,Elora Ellen,Bruce Lugo,Business,2019-03-18,4.0,Imaginative,4
21053,Llywellyn Hoggins,Bruce Lugo,Business,2019-03-18,,Imaginative,4
21054,Bobbye Hains,Bruce Lugo,Business,2019-03-18,4.0,Imaginative,4
21055,Audrye Tobias,Bruce Lugo,Business,2019-03-18,7.0,Imaginative,4
21056,Georg Battman,Bruce Lugo,Business,2019-03-18,7.0,Imaginative,4
21057,Adolph Andreia,Bruce Lugo,Business,2019-03-18,8.0,Imaginative,4
21058,Ilaire Ord,Bruce Lugo,Business,2019-03-18,5.0,Imaginative,4
21059,Thorpe Pettett,Bruce Lugo,Business,2019-03-18,8.0,Imaginative,4
21060,Tiphany Gribben,Bruce Lugo,Business,2019-03-18,,Imaginative,4
21061,Pam Hupka,Bruce Lugo,Business,2019-03-18,7.0,Imaginative,4
21062,Verne Francescuzzi,Gregor Gomez,Business,2019-04-15,6.0,Imaginative,4
21063,Audi Westmacott,Gregor Gomez,Business,2019-04-15,8.0,Imaginative,4
21064,Gae Crutch,Gregor Gomez,Business,2019-04-15,4.0,Imaginative,4
21065,Fowler Crewdson,Gregor Gomez,Business,2019-04-15,4.0,Imaginative,4
21066,Joletta Matzaitis,Gregor Gomez,Business,2019-04-15,5.0,Imaginative,4
21067,Ofelia Helm,Gregor Gomez,Business,2019-04-15,8.0,Imaginative,4
21068,Quinton Kuhnt,Gregor Gomez,Business,2019-04-15,7.0,Imaginative,4
21069,Frankie Mabee,Gregor Gomez,Business,2019-04-15,7.0,Imaginative,4
21070,Cami Burberow,Gregor Gomez,Business,2019-04-15,5.0,Imaginative,4
21071,Gayla Bownas,Gregor Gomez,Business,2019-04-15,8.0,Imaginative,4
21072,Latisha Ibel,Gregor Gomez,Business,2019-04-15,3.0,Imaginative,4
21073,Darb Noor,Neil Mccarthy,Business,2019-05-20,8.0,Imaginative,4
21074,Adah Spencers,Neil Mccarthy,Business,2019-05-20,5.0,Imaginative,4
21075,Kariotta Barense,Neil Mccarthy,Business,2019-05-20,6.0,Imaginative,4
21076,Biddy Rapps,Neil Mccarthy,Business,2019-05-20,4.0,Imaginative,4
21077,Thatcher Frankish,Neil Mccarthy,Business,2019-05-20,4.0,Imaginative,4
21078,Idelle Kidstoun,Neil Mccarthy,Business,2019-05-20,8.0,Imaginative,4
21079,Bailey Antrim,Neil Mccarthy,Business,2019-05-20,4.0,Imaginative,4
21080,William Dryden,Neil Mccarthy,Business,2019-05-20,8.0,Imaginative,4
21081,Dean Burnup,Neil Mccarthy,Business,2019-05-20,,Imaginative,4
21082,Burtie Garfitt,Neil Mccarthy,Business,2019-05-20,3.0,Imaginative,4
21083,Maggy Clapison,Neil Mccarthy,Business,2019-05-20,3.0,Imaginative,4
21084,Julia Llorens,Neil Mccarthy,Business,2019-05-20,4.0,Imaginative,4
21085,Sanford Larking,Rachel Richard,Business,2019-07-15,5.0,Imaginative,4
21086,Ulrika Lemerie,Rachel Richard,Business,2019-07-15,8.0,Imaginative,4
21087,Alidia Govett,Rachel Richard,Business,2019-07-15,7.0,Imaginative,4
21088,Angel Matteau,Rachel Richard,Business,2019-07-15,4.0,Imaginative,4
21089,Wolfie Showers,Rachel Richard,Business,2019-07-15,3.0,Imaginative,4
21090,Nicolea Gibbins,Rachel Richard,Business,2019-07-15,6.0,Imaginative,4
21091,Florina Sudlow,Rachel Richard,Business,2019-07-15,5.0,Imaginative,4
21092,Dianna Brewett,Rachel Richard,Business,2019-07-15,5.0,Imaginative,4
21093,Megan Hallihan,Rachel Richard,Business,2019-07-15,,Imaginative,4
21094,Sherlocke Baselio,Rachel Richard,Business,2019-07-15,8.0,Imaginative,4
21095,Keen Tripony,Rachel Richard,Business,2019-07-15,4.0,Imaginative,4
21096,Collete Causbey,Rachel Richard,Business,2019-07-15,8.0,Imaginative,4
21097,Gabi Ivins,Gregor Gomez,Business,2019-07-29,2.0,Imaginative,4
21098,Melodee Crippen,Gregor Gomez,Business,2019-07-29,6.0,Imaginative,4
21099,Wilt Gotliffe,Gregor Gomez,Business,2019-07-29,,Imaginative,4
21100,Mela Burgill,Gregor Gomez,Business,2019-07-29,6.0,Imaginative,4
21101,Uriel Eidelman,Gregor Gomez,Business,2019-07-29,8.0,Imaginative,4
21102,Vivienne Blakelock,Gregor Gomez,Business,2019-07-29,,Imaginative,4
21103,Auberon Werny,Gregor Gomez,Business,2019-07-29,8.0,Imaginative,4
21104,Nikolaus Gullefant,Gregor Gomez,Business,2019-07-29,3.0,Imaginative,4
21105,Prentice Van Der Hoeven,Gregor Gomez,Business,2019-07-29,5.0,Imaginative,4
21106,Alikee Sawood,Gregor Gomez,Business,2019-07-29,5.0,Imaginative,4
21107,Guido Lassells,Gregor Gomez,Business,2019-07-29,,Imaginative,4
21108,Verena Townes,Gregor Gomez,Business,2019-07-29,8.0,Imaginative,4
21109,Kylie Cordell,Gregor Gomez,Business,2019-07-29,7.0,Imaginative,4
21110,Cornelia Artist,Hamzah Melia,Business,2019-08-12,5.0,Imaginative,4
21111,Hanni Katt,Hamzah Melia,Business,2019-08-12,8.0,Imaginative,4
21112,Eric Spritt,Hamzah Melia,Business,2019-08-12,4.0,Imaginative,4
21113,Merrill Mckie,Hamzah Melia,Business,2019-08-12,5.0,Imaginative,4
21114,Marcela Riding,Hamzah Melia,Business,2019-08-12,,Imaginative,4
21115,Lea Normington,Hamzah Melia,Business,2019-08-12,5.0,Imaginative,4
21116,Aguste Tann,Hamzah Melia,Business,2019-08-12,7.0,Imaginative,4
21117,Anet Satterley,Hamzah Melia,Business,2019-08-12,8.0,Imaginative,4
21118,Agace O'Shields,Hamzah Melia,Business,2019-08-12,7.0,Imaginative,4
21119,Matteo Yeowell,Burhan Milner,Business,2019-09-16,5.0,Imaginative,4
21120,Deck Itzchaki,Burhan Milner,Business,2019-09-16,6.0,Imaginative,4
21121,Tarrah Bunny,Burhan Milner,Business,2019-09-16,8.0,Imaginative,4
21122,Fairlie Cogzell,Burhan Milner,Business,2019-09-16,4.0,Imaginative,4
21123,Robinet Renwick,Burhan Milner,Business,2019-09-16,8.0,Imaginative,4
21124,Boote Moan,Burhan Milner,Business,2019-09-16,7.0,Imaginative,4
21125,Vaughn Wallington,Burhan Milner,Business,2019-09-16,4.0,Imaginative,4
21126,Jim Dwerryhouse,Burhan Milner,Business,2019-09-16,4.0,Imaginative,4
